web_url,funcionario,foto_img,cargo_generico,cargo_ocupado,ministerio,foto_url
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/secretario-relator-3/,María Eugenia Heredia,"[{'checksum': 'f06172464c87fd7f04e7c6973e69b412', 'path': 'full/117497f3c337b58542b345148a10fb6419145c7e.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Mar%C3%ADa-Eugenia-Heredia1.jpg'}]",Secretario Relator 3,Secretaria Relator,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/María-Eugenia-Heredia1.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/procuracion-del-tesoro/,Pablo Juan María Reyna,"[{'checksum': '97e5ff92c65f931d02e9b2d3540702ba', 'path': 'full/186dee8bde393267bb8d0fad3f5abc564c0ceedc.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/reyna.jpg'}]",Procuración del Tesoro,Procurador del Tesoro,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/reyna.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/subsecretaria-de-coordinacion/,Carola Camps,"[{'checksum': '11797791e501406bfb2b41b9e322e1c5', 'path': 'full/d0ac99e3df9e1ade482bde44e57b9696e395d7b0.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/carolacamps2.jpg'}]",Subsecretaría de Coordinación,Subsecretaria de Coordinación,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/carolacamps2.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/subsecretaria-legal-y-tecnica/,Fernando Pesci,"[{'checksum': 'b0c0e47a428a09417a8959f7cc4e5488', 'path': 'full/24ad277dbd86baaf260b8f382fcb2684e48115f7.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/pesci.jpg'}]",Subsecretaría Legal y Técnica,Subsecretario Legal y Técnica,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/pesci.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/escribania-general-de-gobierno/,María Amelia Assaad,"[{'checksum': 'ca0be270a175194feb7940b99804688a', 'path': 'full/59fd539fc4d1c0cccd8f9a0ff044ec2cd542641b.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/maria-amelia-assaad.jpg'}]",Escribanía General de Gobierno,Escribana General de Gobierno,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/maria-amelia-assaad.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/escribania-general-de-gobierno/escribania-sustituta/,Julia Olga Núñez,"[{'checksum': '77429ad05ea3aec7133e0d1f50196cdb', 'path': 'full/85eca44e732cd83a4f0665b2cb67cf179ca1495d.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Julia-Olga.jpg'}]",Escribanía Sustituta de Gobierno,Escribana Sustituta de Gobierno,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Julia-Olga.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/direccion-de-escuela-de-abogados-del-estado/,Gerardo García,"[{'checksum': '0d2b322aca00fe8e025ff768565308ca', 'path': 'full/b1da56d0d8212c94b28f7ec7416be5109df218bf.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg'}]",Escuela de Abogados del Estado,Director de la Escuela de Abogados del Estado (ad honorem),Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/,Mónica Silvia Zornberg,"[{'checksum': '711bcbaaf91254beeec51c722bd75947', 'path': 'full/47eaf2c5288e8d5c76f46bff89263940fd1d0680.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-silvia-zornberg.jpg'}]",Secretaría de Administración Financiera,Secretaria de Administración Financiera,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-silvia-zornberg.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/contaduria-gral-de-la-provincia/,Daniela Yanina Rodolfi Tuzinkevicz,"[{'checksum': '4aa79227a668705a59381f4e4ec295cd', 'path': 'full/af420453d43f2231191bcc1fc200e9ed4c420239.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/daniela-rodolfi-tuzinkevic.jpg'}]",Contaduría General de la Provincia ,Contadora General de la Provincia,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/daniela-rodolfi-tuzinkevic.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/direccion-general-de-compras-y-contrataciones/,María Gimena Domenella,"[{'checksum': 'f19306213ac01bc8741c84ea7eb51fc9', 'path': 'full/270c4d47b02dbcbcd9961886d4b7472284f9f2a7.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-gimena-domenella.jpg'}]",Dirección General de Compras y Contrataciones,Directora General de Compras y Contrataciones,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-gimena-domenella.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-innovacion-y-modernizacion/subsecretaria-de-tecnologias-informaticas-y-telecomunicaciones/,Daniel Alejandro Gómez,,Subsecretaría de Tecnologías de la Información,Subsecretario de Tecnologías de la Información,Ministro de Finanzas,
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/dir-gral-presupuesto-e-inversiones-publicas/,Elida Cristina Ruiz,"[{'checksum': '475782963826f4b7d529db9c39f1e212', 'path': 'full/fbc36f65f233ac04839625bc8716dd5c77e6df1f.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cristina-ruiz.jpg'}]",Dirección General de Presupuesto e Inversiones Públicas,Directora General de Presupuesto e Inversiones Públicas,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cristina-ruiz.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/dir-gral-tesoreria-general-y-credito-publico/,Armando Guillermo García,"[{'checksum': '5ee0b54f8d866038206fd5f398f21a65', 'path': 'full/e97e059d52b24388c243212c79f46b3435dc3ba9.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/armando-guillermo-garcia.jpg'}]",Direccion General de Tesorería General y Crédito Público ,Director General Tesorería General y Crédito Público,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/armando-guillermo-garcia.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-innovacion-y-modernizacion/,Franco Carlos Boneu,"[{'checksum': 'a8bbfd4a65d279977305715893c0a96b', 'path': 'full/4a8470bc28f809844b561dd4ec261e5fa148e2fa.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/franco-carlos-boneu.jpg'}]",Secretaría de Innovación y Modernización,Secretario de Innovación y Modernización,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/franco-carlos-boneu.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/,Mariano Martín Méndez,"[{'checksum': 'e64df529ef5dd9f155f31ae3d913ca2d', 'path': 'full/1c3f60ff28d9f58dc7d1548c2082afafb5178310.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Mariano-Mendez-Presidencia-Caja.png'}]",Secretaría Legal y Técnica y de Previsión Social,Secretario Legal y Técnica y de Previsión Social,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Mariano-Mendez-Presidencia-Caja.png
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/direccion-general-de-coordinacion-operativa/,Micaela Vanesa Speranza Bejas,"[{'checksum': '4eee02b664c7e3566938ce4a84e27ed9', 'path': 'full/370f9d15125ed39126f8157987128cd4102d1207.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/micaela-vanesa-speranza.jpg'}]",Dirección General de Coordinación Operativa,Directora General de Coordinación Operativa,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/micaela-vanesa-speranza.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-asesoria-fiscal/,Sebastián Perlati,,Dirección de Asesoría Fiscal ,Dirección de Asesoría Fiscal,Ministro de Finanzas,
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/direccion-de-policia-fiscal/,Adolfo Bringas,,Dirección de Policía Fiscal,Director de Policía Fiscal,Ministro de Finanzas,
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/consejo-provincial-de-planificacion-estrategica-copec/,,,Consejo Provincial de Planificación Estratégica (COPEC),Presidente del Consejo Provincial de Planificación Estratégica (COPEC),Ministro de Finanzas,
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/direccion-general-de-sociedades-juridicas-ministerio-de-justicia-y-derechos-humanos/,Verónica Gabriela Sanz,"[{'checksum': '302b1f303a8b5a1f8311ce04da724ac8', 'path': 'full/cbbd5a09378c15666285e8d83f3265ea05df47f8.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/veronica-sanz.png'}]",Dirección General de Inspección de Personas Jurídicas,Directora General de Inspección de Personas Jurídicas,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/veronica-sanz.png
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/subsecretaria-de-estudios-economicos/,María Laura García,"[{'checksum': '0b091b7968fb4a99f585d0485e62ab91', 'path': 'full/2262739597bdfb5aba98cde1d705666ad15cf543.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-laura-garcia.jpg'}]",Subsecretaría de Estudios Económicos,Subsecretaria de Estudios Económicos,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-laura-garcia.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/,Heber Farfán,"[{'checksum': '8cfdacd8f27e41c70edfe5ca59d6d0c2', 'path': 'full/49d8c03f9a95d697d3044f962e97b66ae6e37307.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg'}]",Secretaría de Ingresos Públicos ,Secretario de Ingresos Públicos,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-del-registro-gral-de-la-provincia/,Mónica Alejandra Farfán,"[{'checksum': '3ae51b59b5c2af8f7eec657bbd480732', 'path': 'full/2a079a94afa9ed9d6b71c476add07221d5b3b307.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-alejandra-farfan.jpg'}]",Dirección del Registro General de la Provincia,Directora del Registro General de la Provincia,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-alejandra-farfan.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-catastro/,Gustavo Marcelo García,"[{'checksum': '21330f8cd3d8e2ded3941631290f555e', 'path': 'full/fb5b77588adb02b69de8ff99b5cd6637dc1c0168.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gustavo-marcelo-garcia.jpg'}]",Dirección General de Catastro,Director General de Catastro,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gustavo-marcelo-garcia.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-rentas/,Heber Farfán (A cargo),"[{'checksum': '8cfdacd8f27e41c70edfe5ca59d6d0c2', 'path': 'full/49d8c03f9a95d697d3044f962e97b66ae6e37307.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg'}]",Dirección General de Rentas,Director General de Rentas ,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/fiscalia-tributaria-adjunta/,Adrián Alberto Daniele,"[{'checksum': '798d040387eec4f0f8169c386bf544b4', 'path': 'full/227480b7b06bba2f366b4d4c3e83801f349b9eee.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/adrian-alberto-daniele.jpg'}]",Fiscalía Tributaria Adjunta,Fiscalía Tributaria Adjunta ,Ministro de Finanzas,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/adrian-alberto-daniele.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/subsecretaria-de-programas-regionales/,Ramón Bernabey,,Subsecretaría de Programas Regionales,Subsecretario de Programas Regionales,Ministro de Desarrollo Social,
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/subsecretaria-de-administracion-y-recursos-humanos/, Alejandro Mario Francesconi,,Subsecretaría de Administración y Recursos Humanos,Subsecretaria de Administración y Recursos Humanos,Ministro de Desarrollo Social,
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/,Deborah Petrakovsky,"[{'checksum': 'c481d37fad8bcad05bcbc3d55697c304', 'path': 'full/49c8760aba66316937b6f2939ccc5d641096c818.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/Debora.jpg'}]",Secretaría de Coordinación y Acción Social,Secretaria de Coordinación y Acción Social,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/Debora.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/subsecretaria-de-programas-sociales/,Julieta Aquino,"[{'checksum': '1efbb6ad5293e3889bbccc7517ff46b0', 'path': 'full/d61d4aa96a9584383503842d48d972f0ecdc7265.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2018/03/Aquino.jpg'}]",Subsecretaría de Programas Sociales,Subsecretaria de Programas Sociales,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2018/03/Aquino.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/direccion-general-de-habitat-social/,José Miguel Angulo Bocco,"[{'checksum': 'bf4d7d56d6a1fe7994f64537373eb019', 'path': 'full/59dc85c129d0de6a0d2c5ddda67b9b4387c45f2b.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Angulo-foto-nueva.jpg'}]",Dirección General de Habitat,Director General de Habitat ,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Angulo-foto-nueva.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/direccion-general-de-programas-especiales/,Olga Beatriz Ghione,"[{'checksum': '0a5898d47da72cacd250487ed22042fb', 'path': 'full/ddb7ca99dbbf75384611553a730d730d347ca186.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Ghione.jpg'}]",Dirección General de Programas Especiales,Directora General de Programas Especiales,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Ghione.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-politicas-sociales/,Raúl La Cava,"[{'checksum': '4a168c1e2f7c2cf2ffdbdde0aba45b4c', 'path': 'full/23a8a80301a11f27ec79aad227dc6a67af949a26.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/la_cava.jpg'}]",Secretaría de Políticas Sociales,Secretario de Políticas Sociales,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/la_cava.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-politicas-sociales/dir-gral-de-emergencias-sociales/,Eduardo Serrano,"[{'checksum': '2890a1992cfc5b686a60f68d7980eb0a', 'path': 'full/85f83943b9a5220e81cb00bb18f1ed120311d745.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Serreno.jpg'}]",Dirección General de Emergencias Sociales,Director General de Emergencias Sociales,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Serreno.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-politicas-para-personas-mayores/,Patricia Mojica,"[{'checksum': 'f2a6f878bf1af1cb0121ce6ee88a69c2', 'path': 'full/6d68034aa7ebd260af7761e82c54ee4fbb569c83.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Olga-Ghione.jpg'}]",Secretaría de Políticas para Personas Mayores,Secretaria de Políticas para Personas Mayores,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Olga-Ghione.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-inclusion-social/,Sergio Cornejo,"[{'checksum': '31ed276ba829c7ea03d0c50302893405', 'path': 'full/2de5fe556f04c9145cf7b06974159eeda2cfc570.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornejo.jpg'}]",Subsecretaría de Inclusión Social,Subsecretario de Inclusión Social,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornejo.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-inclusion-social/direccion-general-de-adultos-mayores/,Nélida Orioli,"[{'checksum': '4c5dcfa90cb2943531198302b6dbc17e', 'path': 'full/a0d65434f5e1fda8b30a8099b43c2cead9ff3ff5.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Orioli.jpg'}]",Dirección General de Adultos Mayores,Directora General de Adultos Mayores,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Orioli.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/subsecretaria-de-administracion-y-recursos-humanos/dir-gral-de-asuntos-legales/,Sebastián Pablo Cornaglia,"[{'checksum': '217b93b51e241ff201a0030e03a3053a', 'path': 'full/b4ecc47b107e53ea642028fa55d8eb8463dccc9f.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornaglia-foto-nuevo.jpg'}]",Dirección General de Asuntos Legales,Director General de Asuntos Legales,Ministro de Desarrollo Social,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornaglia-foto-nuevo.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/,Delia Provinciali,"[{'checksum': '48703f004b20baee581372fee3270db2', 'path': 'full/8afab498380e9e6fa48ebb8ef104f161d2b96627.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/DeliaProvinciali.jpg.jpg'}]",Secretaría de Educación ,Secretaria de Educación,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/DeliaProvinciali.jpg.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/subsecretaria-de-promocion-de-igualdad-y-calidad-educativa-2/,Horacio Ferreyra,"[{'checksum': '381b78c7d5d6cdb9ae7cd07065e44bb0', 'path': 'full/0572d29289f1acc72b1cd757b9bdef087a381552.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Horacio_Ferreyra.jpg'}]",Subsecretaría de Promoción de Igualdad y Calidad Educativa ,Subsecretarío de Promoción de Igualdad y Calidad Educativa,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Horacio_Ferreyra.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-de-educacion-de-jovenes-y-adultos/,Carlos Omar Brene,"[{'checksum': 'b5764557fa3d5fa08198ab1d5a6b548f', 'path': 'full/77adaf166b90281e1decb61242ed765346096fa1.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Carlos-Brene1.jpg'}]",Dirección General de Educación de Jóvenes y Adultos,Director General de Educación de Jóvenes y Adultos,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Carlos-Brene1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/direccion-de-recursos-humanos-3/subdireccion-de-recursos-humanos/,Sergio Adrián Vexenat ,,Subdirección de Recursos Humanos,Subdirector de Recursos Humanos,Ministro de Educación,
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-de-planeamiento-informacion-y-calidad-educativa/,Nicolás De Mori,"[{'checksum': '960867dcf5e747da2c71b07b0ce2b5d3', 'path': 'full/d27c410f705e1d857542c8ae1359132e1d62b622.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/de-mori-200x150.jpg'}]","Dirección General de Planeamiento, Información y Evaluación Educativa ","Director General de Planeamiento, Información y Evaluación Educativa",Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/de-mori-200x150.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/subdireccion-de-jurisdiccion-promocion-social-y-de-la-salud/,Carlos Dalmiro Paz,,Subdirección de Promoción Social y de la Salud,Subdirector de Promoción Social y de la Salud,Ministro de Educación,
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-educacion-secundaria/,Víctor Gómez,"[{'checksum': '4d71173571e3d651351752723c49ec50', 'path': 'full/090a7febfc3e3adc4ffbab633171a19d555c55a1.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/V%C3%ADctor-G%C3%B3mez.jpg'}]",Dirección General Educación Secundaria,Director General Educación Secundaria,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Víctor-Gómez.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/subdireccion-de-participacion-de-la-comunidad/,Marcelo Fita,,Subdirección de Participación de la Comunidad,Subdirector de Participación de la Comunidad,Ministro de Educación,
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/subdireccion-de-programas-especiales/,Rosana Zárate,,Subdirección de Programas Especiales,Subdirectora de Programas Especiales,Ministro de Educación,
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-ensenanza-privada/,Hugo Ramón Zanet,"[{'checksum': '60c679f73a513811fd20bca44b15e0e5', 'path': 'full/9addc18e920914c257452be3150fbb38e9febb23.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Hugo_Zanet.jpg'}]",Dirección General Enseñanza Privada ,Director General Enseñanza Privada,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Hugo_Zanet.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/direccion-general-de-infraestructura-escolar/subdireccion-de-programas-especiales-e-infraestructura/,José Antonio Papa,,Subdirección de Programas Especiales e Infraestructura,Subdirector de Programas Especiales e Infraestructura,Ministro de Educación,
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-educacion-tecnica-y-formacion-profesional/,Domingo Aringoli,"[{'checksum': '3f3040e4d0cc8f3772840c5cd9cd00fa', 'path': 'full/8ebef629a6d8090e6e4df2dd65d84b4fbc6bc061.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Domingo_Aringoli.jpg'}]",Dirección General Educación Técnica y Formación Profesional ,Director General Educación Técnica y Formación Profesional,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Domingo_Aringoli.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-educacion-superior/,Santiago Amadeo Lucero,"[{'checksum': 'd8ab2a07cf28f99cbcff80f88714c451', 'path': 'full/3ad61b19d43db13b0f9d9283c031104775f61bc1.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Santiago-Lucero1.jpg'}]",Dirección General Educación Superior ,Director General Educación Superior,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Santiago-Lucero1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/direccion-general-de-nivel-inicial-y-primaria-ministerio-de-educacion/,Stella Maris Adrover,"[{'checksum': 'c79d6328b442847575c0b1a7adadbfaf', 'path': 'full/b9fe3d07710ce20451d5bb80bd6c7c6ac6591a94.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Stella-Maris-Adrover1.jpg'}]",Dirección General de Educación Primaria,Directora General de Educación Primaria,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Stella-Maris-Adrover1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/direccion-general-de-educacion-inicial/,Edith Teresa Flores,"[{'checksum': '481ca3b87b13e6fe7ee050ed9484d706', 'path': 'full/03b395a99b96b1fb3c07920703abf2e911883cf5.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Edhit-Flores.jpg'}]",Dirección General de Educación Inicial,Directora General de Educación Inicial,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Edhit-Flores.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/direccion-general-de-educacion-especial-y-hospitalaria/,Alicia Beatriz Bonetto,"[{'checksum': 'c2d8c33d1558fdcafab777fae688d2b5', 'path': 'full/5b96aa5bc4cb55ab02247f2e09b3da062442b755.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Alicia-Bonetto1.jpg'}]",Dirección General de Educación Especial y Hospitalaria,Directora General de Educación Especial y Hospitalaria,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Alicia-Bonetto1.jpg
