web_url,funcionario,foto_img,cargo_generico,cargo_ocupado,ministerio,foto_url
http://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/vocal-de-directorio-9/,Mariano Reutemann,"[{'checksum': 'b6d113203a59d454da30d986b9affa9f', 'path': 'full/f5fb3d9ea329a3ae53aa735d3c970dc845bf05ba.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Mariano_Reutemann1.jpg'}]",Vocal de Directorio,Vocal,Presidente de la Agencia Córdoba Deportes,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Mariano_Reutemann1.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/vocal-de-directorio-5/,Jorge Pratolongo,"[{'checksum': '25ff5dbfdb5e4ecbe5f73c0614e032a9', 'path': 'full/9bb6f68986a172a096d92f012df4f4615131b8df.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Jorge_Pratolongo1.jpg'}]",Vocal de Directorio,Vocal,Presidente de la Agencia Córdoba Deportes,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Jorge_Pratolongo1.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/vocal-de-directorio-10/,Juan Domingo Viola,"[{'checksum': 'a783de188be6e3589313834382a445d7', 'path': 'full/ff0ffd05c26b05dc33f85b8b4b64901146af7ebb.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Juan_Domingo_Viola1.jpg'}]", Vocal de Directorio,Vocal,Presidente de la Agencia Córdoba Deportes,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Juan_Domingo_Viola1.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/vocal-de-directorio-4/,Jorge Cattaneo,"[{'checksum': 'eb2e9b06d565486ebaa29158cbbf3370', 'path': 'full/b8ad0c9d90c6671ca731700d604291dab3504040.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Jorge_Cattaneo1.jpg'}]",Vocal de Directorio,Vocal,Presidente de la Agencia Córdoba Deportes,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Jorge_Cattaneo1.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/vocal-de-directorio/,Mariano Schiaretti,"[{'checksum': '8fec67328e17ad5f0e2e07a2fb471da3', 'path': 'full/022d23a7ae1cf6b9ddd43040f55705347733ea42.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Mariano_Schiaretti.jpg'}]",Vocal de Directorio,Vocal de Directorio,Presidente de la Agencia Córdoba Deportes,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Mariano_Schiaretti.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/vocal-1-directorio-cultura/,Jorge Álvarez,,Vocal del Directorio de la Agencia Córdoba Cultura,Vocal del Directorio de la Agencia Córdoba Cultura,Presidente de la Agencia Córdoba Cultura,
http://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/vocal-3-directorio-cultura/,Liliana Beatriz Arraya ,,Vocal del Directorio de la Agencia Córdoba Cultura,Vocal del Directorio de la Agencia Córdoba Cultura,Presidente de la Agencia Córdoba Cultura,
http://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/direccion-general-de-administracion/,Marilina Mirez Boemio,,Dirección General de Administración,Directora General de Administración,Presidente de la Agencia Córdoba Cultura,
http://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/vocal-del-directorio-de-cultura/,Nora Cingolani,"[{'checksum': 'fc290e7699068d80a690acd4c584a2ce', 'path': 'full/ddfaf49f5aee095f63a32a0d1981d20d763d5861.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/08/Nora-Cingolani-vocal.jpg'}]",Vocal del Directorio de la Agencia Córdoba Cultura,Vocal del Directorio de la Agencia Córdoba Cultura,Presidente de la Agencia Córdoba Cultura,http://www.cba.gov.ar/wp-content/4p96humuzp/2014/08/Nora-Cingolani-vocal.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/vocal-del-directorio-de-la-agencia-cordoba-cultura/,Marcos Hernán Bovo,"[{'checksum': '6f9dd200c65d87c4ab8593c2cc270543', 'path': 'full/c60570015ca4ceb49874a4e42331c84144ecb685.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/12/marcos-bovo.jpg'}]",Vocal del Directorio de la Agencia Córdoba Cultura,Vocal del Directorio de la Agencia Córdoba Cultura,Presidente de la Agencia Córdoba Cultura,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/12/marcos-bovo.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-ambiente-y-cambio-climatico/direccion-general-de-conservacion-de-la-biodiversidad-y-recursos-naturales/,Diego Horacio Suárez,,Dirección General de Conservación de la Biodiversidad y Recursos Naturales,Director General de Conservación de la Biodiversidad y Recursos Naturales,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-ambiente-y-cambio-climatico/direccion-general-de-instrumentos-y-politicas-de-gestion-ambiental/,Maria Alejandra Novara ,,Dirección General de Instrumentos y Políticas de Gestión Ambiental,Directora General de Instrumentos y Políticas de Gestión Ambiental,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-servicios-publicos/direccion-general-de-operaciones/,Juan Vallejos,,Dirección General de Operaciones,Director General de Operaciones,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-servicios-publicos/direccion-general-de-control-regulacion-de-servicios-publicos/,,,Dirección General de Regulación de Servicios Públicos,Director General de Regulación de Servicios Públicos,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/direccion-general-de-transporte-boleto-educativo/,Marcelo Mansilla,,Dirección General de Transporte de Pasajeros,Director General de Transporte de Pasajeros,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/direccion-general-de-administracion/,Emiliano Willatowski,,Dirección General de Administración,Director General de Administración,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-ambiente-y-cambio-climatico/,Javier Britch,"[{'checksum': 'c78b204b30af60da79756042a81b126d', 'path': 'full/e49ec5cb48346c4e1107856228380c4a0b446e60.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/04/britch-j.png'}]",Secretaría de Ambiente y Cambio Climático,Secretario de Ambiente y Cambio Climático,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/04/britch-j.png
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-recursos-hidricos-y-coordinacion/direccion-general-de-irrigacion/,,,Dirección General de Irrigación,Director General de Irrigación,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-recursos-hidricos-y-coordinacion/secretaria-de-desarrollo-energetico/,,,Dirección General de Recursos Hídricos,Director General de Recursos Hídricos,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/,Edgar Castelló (A Cargo),,Secretaría de Desarrollo Energético,Secretario de Desarrollo Energético,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-ambiente-y-cambio-climatico/direccion-general-de-mitigacion-y-adaptacion-al-cambio-climatico/,Román Cristian Pereyra,"[{'checksum': '526912081aeef143e42b71de51566494', 'path': 'full/cedb1f137fb89fe759246f1a6f374a92ec940ac6.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/AGUA-correg..jpg'}]",Dirección General de Mitigación y Adaptación al Cambio Climático,Director General de Mitigación y Adaptación al Cambio Climático,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/AGUA-correg..jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/instituto-de-planificacion-metropolitana-iplam/direccion-de-gestion-institucional/,,,Dirección de Gestión Institucional,Director de Gestión Institucional,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/instituto-de-planificacion-metropolitana-iplam/direccion-de-planificacion/,,,Dirección de Planificación,Director de Planificación,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-servicios-publicos/,Alberto Bresciano,"[{'checksum': 'f13cb1ba61b154aed4c1279cbfde00d6', 'path': 'full/95222c210892f71a2b5c708a49363bd1ec8ac518.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Alberto-Bresciano1.jpg'}]",Secretaría de Servicios Públicos,Secretario de Servicios Públicos,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Alberto-Bresciano1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/,Gabriel Bermúdez,"[{'checksum': 'a4153875779707a44a383c40a004391c', 'path': 'full/76d59a4a2c9f49e66855e59b3eefa5e32978d580.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Gabriel-Bermudez.jpg'}]",Secretaría de Transporte,Secretario de Transporte,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Gabriel-Bermudez.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/subsecretaria-de-control-y-administracion/dir-gral-administracion-min-agua-ambiente-y-energia/,Patricio Terrera Woodward,,Dirección General de Administración,Director General de Administración,"Ministro de Agua, Ambiente y Servicios Públicos",
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/direccion-general-de-operaciones/,Carlos Alaye,"[{'checksum': '4b5858998b5d91a776b34b2faee59be2', 'path': 'full/4c6977b1352459a702d3a1c2e7cbd3508e81f07d.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/carlos-alaye.jpg'}]",Dirección General de Transporte de Cargas,Director General de Transporte de Cargas,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/carlos-alaye.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-recursos-hidricos-y-coordinacion/,Edgar Castelló,"[{'checksum': 'f2363bb18a1021200a82fe3a84e43549', 'path': 'full/af808ae3772c01c3b06b823f383ac5c0c8f130ba.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Edgar-Castell%C3%B3.jpg'}]",Secretaría de Recursos Hídricos,Secretario de Recursos Hídricos,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Edgar-Castelló.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/direccion-general-de-desarrollo-energetico/,Sergio Luis Mansur,"[{'checksum': 'b0e2355bb989e04bb22ab370c98089ad', 'path': 'full/f5d21998e847787d287733fc3168f96d668b9e86.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/11/Sergio_Mansur.jpg'}]",Dirección General de Energías Renovables y Comunicación,Director General de Energías Renovables y Comunicación,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/11/Sergio_Mansur.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/dir-gral-de-infraestructura-y-combustible/,Bernardo Bartolomé Heredia,"[{'checksum': '9b49414e53e9b18cf8c692112c955e39', 'path': 'full/c51cdf2467da1cd577e1718c6482ea576b0abb72.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Bernardo-Heredia.png'}]","Dirección General de Planeamiento, Ejecución y Gerenciamiento de Obras","Director General de Planeamiento, Ejecución y Gerenciamiento de Obras","Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Bernardo-Heredia.png
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/direccion-general-de-infraestructura/,Rubén Alberto Borello,"[{'checksum': '8f941b466213f3f8f53cc1ccb94b3bde', 'path': 'full/57c583988de791201e55203fdc7ee29b2d64437b.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/07/borelllo.png'}]",Dirección General de Infraestructura,Director General de Infraestructra,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/07/borelllo.png
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/direccion-de-policia-ambiental/,Adrián Rinaudo,"[{'checksum': '536c70e187cee5e0416819cee8269a16', 'path': 'full/5ae7a2fc6bc44b2b1e03c29aeb6e04cd9c65d395.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Director-Adrian-Rinaudo1.png'}]",Dirección de Policía Ambiental,Director de Policía Ambiental,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Director-Adrian-Rinaudo1.png
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/direccion-de-policia-ambiental/subdireccion-de-policia-ambiental/,María Victoria Muccillo,"[{'checksum': '539e07b59ecf45fe75e656f43b13146d', 'path': 'full/2a24cfa42b529fdf9add545602dee006412b1e6a.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Subdirectora-Maria-Victoria-Muccillo1.png'}]",Subdirección de Policía Ambiental,Subdirectora de Policía Ambiental,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Subdirectora-Maria-Victoria-Muccillo1.png
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/instituto-de-planificacion-metropolitana-iplam/,Guillermo Mariano Iros,"[{'checksum': '7667e0f1cca267f83a5230678117bb2d', 'path': 'full/260e4c2dbc3088f27cec07108d80ce0c478f6c1d.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/guillermo-iros.jpg'}]",Instituto de Planificación Metropolitana (IPLAM),Coordinador del Instituto de Planificación Metropolitana,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/guillermo-iros.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/dir-gral-de-asuntos-legales-ministerio-de-agua-ambiente-y-energia/,José Ignacio Torno,"[{'checksum': 'aec1f2afe132b1eda5262a177c5156e9', 'path': 'full/21c2f386852a31d11b80c34b7e3b9cd88d71f624.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Jos%C3%A9-Torno1.jpg'}]",Dirección General de Asuntos Legales,Director General de Asuntos Legales,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/José-Torno1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/subsecretaria-de-control-y-administracion/,Gabriel Antonio Testagrossa,"[{'checksum': '722da34e60f5b5e6ebc5959b6996f03d', 'path': 'full/e3c1e3d4b0acdb3b1a4d997af6c674703e90ea70.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Gabriel-Testagrossa.jpg'}]",Subsecretaría de Control y Administración,Subsecretario de Control y Administración,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Gabriel-Testagrossa.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad-2/,Alfonso Mosquera,,Secretaría de Seguridad,Secretario de Seguridad,Ministro de Gobierno,
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-asuntos-municipales/direccion-general-de-culto-y-relaciones-institucionales/,Américo Javier Romero Camaño,,Dirección General de Culto y Relaciones Institucionales,Director General de Culto y Relaciones Institucionales,Ministro de Gobierno,
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-gestion-de-riesgo-climatico-y-catastrofes/direccion-general-de-seguridad-nautica/,,,Seguridad Náutica,Seguridad Náutica,Ministro de Gobierno,
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad/,,,Secretaría de Seguridad Ciudadana,Secretario de Seguridad Ciudadana,Ministro de Gobierno,
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/direccion-general-de-prevencion-de-accidentes-de-transito/,Miguel Angel Rizzotti,,Dirección General de Prevención de Accidentes de Tránsito,Director General de Prevención de Accidentes de Tránsito,Ministro de Gobierno,
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad-2/direccion-general-de-planificacion-estrategica-de-seguridad/,Lucas Sebastián Mezzano,"[{'checksum': '3565506b990c4ce75ffa9ac3ce526d9a', 'path': 'full/9fa068a247828fc21e58e69c7b525790e3ad99dd.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/07/lucasmezzano1.jpg'}]",Dirección General de Planificación Estratégica de Seguridad,Director General de Planificación Estratégica de Seguridad,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/07/lucasmezzano1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-asuntos-institucionales/,Miguel Siciliano,"[{'checksum': '6002ec5d383493f3b5d88a6d191c56bf', 'path': 'full/2aea26678d309d934b8e1146696f89adb3997af7.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/12/miguel-siciliano.jpg'}]",Secretaría de Asuntos Institucionales,Secretario de Asuntos Institucionales,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/12/miguel-siciliano.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-asuntos-municipales/,Juan Carlos Scotto,"[{'checksum': 'de0e240cc3a44bd84d086794e1efaf31', 'path': 'full/f21459b1bf42f736fa6e65943928cb0bfb1c9a76.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2013/12/juan-carlos-scotto1.jpg'}]",Secretaría de Asuntos Municipales,Secretario de Asuntos Municipales e Institucionales,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2013/12/juan-carlos-scotto1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-gestion-de-riesgo-climatico-y-catastrofes/,Claudio Severino Vignetta,"[{'checksum': '4847b4a0d3ae7aedbd238633d4f89c4b', 'path': 'full/7c98ef9f750dab99cb226a1d8673d4d77fc2ef9a.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Claudio-Vignetta.jpg'}]",Secretaría de Gestión de Riesgo Climático y Catástrofes,Secretario de Gestión de Riesgo Climático y Catástrofes,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Claudio-Vignetta.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad/presidente-del-consejo-de-seguridad-deportiva-provincial/,Rody Wilson Guerreiro,"[{'checksum': '28c4f274d38e1309092d6645ae3cc52a', 'path': 'full/cdefbaf8f2818ddc51107c66f6f1c870f635ec17.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/rody-guerreiro.jpg'}]",Presidente del Consejo de Seguridad Deportiva Provincial,Presidente del Consejo de Seguridad Deportiva Provincial,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/rody-guerreiro.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-integracion-regional-y-relaciones-internacionales/,Carlos Tomás Alesandri,"[{'checksum': '1b9981bd6515d8b338cab9bc95562491', 'path': 'full/5857dad845b48f4328f8120f967f2a5b406c7066.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/carlos-alesandri.jpg'}]",Secretaría de Integración Regional y Relaciones Internacionales,Secretario de Integración Regional y Relaciones Internacionales,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/carlos-alesandri.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-desarrollo-de-politicas-comunitarias/,Oscar Arias,"[{'checksum': '0d59fcaa0f98a6d6895cf3ccabbcf3bc', 'path': 'full/f9046f54060655fec93a6edeb72ec754323e85bd.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/arias.jpg'}]",Secretaría de Desarrollo de Políticas Comunitarias,Secretario de Desarrollo de Políticas Comunitarias,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/arias.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/subsecretaria-de-tecnologia-de-informacion-y-comunicaciones/,Daniel Alejandro Pastorino,"[{'checksum': '3784c5dccbb99e3c8e2e96e59bda3ed5', 'path': 'full/6f461a2332474391fd9ea405c731cf741ef65910.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/pastorino-TIC1.jpg'}]",Subsecretaría de Tecnología de Información y Comunicaciones,Subsecretario de Tecnología de Información y Comunicaciones,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/pastorino-TIC1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/subsecretaria-de-gestion-administrativa/,Sebastián Roberto Serrano,"[{'checksum': 'db084c7a211e12dd2eb5e15fa8ea94ae', 'path': 'full/6dbf3c33c617e4606565faf878aae332dec95138.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/serrano-secretario-gestion-administrativa1.jpg'}]",Subsecretaría de Gestión Administrativa,Subsecretario de Gestión Administrativa,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/serrano-secretario-gestion-administrativa1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/subsecretaria-de-gestion-administrativa/dir-gral-de-administracion/,Graciela Avellaneda,"[{'checksum': 'faa797f9e22a47b614b48c77bce3c572', 'path': 'full/0a7c319baecf2dc6fb53d7a8175aec81d776267f.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Avellaneda.jpg'}]",Dirección General de Administración,Directora General de Administración,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Avellaneda.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/tribunal-de-conducta-policial/,Ana María Becerra,"[{'checksum': 'e91da095bd4e51fa6530f57d3ffe537b', 'path': 'full/7aa11f4d52055e706f952abb0aaa550fd7802a58.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/anaBECERRA200x150.jpg'}]",Tribunal de Conducta Policial y Penitenciario,Presidente del Tribunal de Conducta Policial y Penitenciario,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/anaBECERRA200x150.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/policia-de-la-provincia/,Gustavo Vélez,"[{'checksum': 'ec8164592864bf2fb475622aa1626cbb', 'path': 'full/d451fab9c6a2ab9437db402509102d6c91b2eaf6.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/jefe-de-policia-velez.jpg'}]",Policía de la Provincia,Jefe de Policía,Ministro de Gobierno,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/jefe-de-policia-velez.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto-2/,Gerardo García,"[{'checksum': '0d2b322aca00fe8e025ff768565308ca', 'path': 'full/b1da56d0d8212c94b28f7ec7416be5109df218bf.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg'}]",Fiscalía de Estado Adjunto,Fiscal Adjunto,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/,María Soledad Gutíerrez,"[{'checksum': 'cd292cb46dd12113c308dec73559c7ec', 'path': 'full/450fbfc91ebc911da4235c7490cb33fd15981af9.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gutierrez.jpg'}]",Fiscalía de Estado Adjunto,Fiscal Adjunta,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gutierrez.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/procuracion-del-tesoro/dir-gral-asuntos-judiciales/,Leticia Valeria Aguirre,,Dirección  General de Asuntos Judiciales,Director General Asuntos Judiciales,Fiscal de Estado,
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/procuracion-del-tesoro/direccion-general-de-asuntos-judiciales-del-interio/,Mariana Beatriz Miseta,,Dirección General de Asuntos Judiciales del Interior,Director General de Asuntos Judiciales del Interior,Fiscal de Estado,
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/subsecretaria-legal-y-tecnica/direccion-general-de-despacho/,Eduardo Octavio Figueroa,,Dirección General de Despacho ,Director General de Despacho,Fiscal de Estado,
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/secretario-relator/,Ferrero Horacio,"[{'checksum': '3ad5e398bb6a94de3520c6b98abc9cca', 'path': 'full/535a03e1428e7b981f6da436bced20fe3bf4c9c5.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/horacioferrero3.jpg'}]",Secretario Relator 1,Secretario Relator,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/horacioferrero3.jpg
http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/secretario-relator-2/,Diego Sebastián Llamas Barud,"[{'checksum': 'fe903fb57f9fbbda43247c24819b3c85', 'path': 'full/efd4dc048ad69120733c9700a33be870ae928d2e.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Llamas-Barud.jpg'}]",Secretario Relator 2,Secretario Relator,Fiscal de Estado,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Llamas-Barud.jpg
