cargo_generico,cargo_ocupado,foto_img,foto_url,funcionario,ministerio,web_url
Secretaria de Planeamiento y Modernización,Secretaria de Planeamiento y Modernización,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2016/09/alejandra-torres.jpg', 'path': 'full/9e5dd63fc13fc20045f1d12f6b95a86e2cf8ad1f.jpg', 'checksum': '6992497050ac3dc1c3a5e6f0a5cfe4f8'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2016/09/alejandra-torres.jpg,Alejandra Torres,Secretaria de Planeamiento y Modernización,http://www.cba.gov.ar/reparticion/secretaria-de-planeamiento-y-modernizacion/
Secretario de Comunicaciones y Conectividad,Secretario de Comunicaciones y Conectividad,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2018/02/Calvo-foto-web-200x150-final.jpg', 'path': 'full/8ae6f987355debc5a40114fad5353a5a9539dc11.jpg', 'checksum': '0d2a15178fd29cfe1e6b55b56764a1fe'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2018/02/Calvo-foto-web-200x150-final.jpg,Manuel Calvo,Secretario de Comunicaciones y Conectividad,http://www.cba.gov.ar/reparticion/secretaria-de-comunicaciones-y-conectividad/
Secretaria de Equidad y Promoción del Empleo,Secretaria de Equidad y Promoción del Empleo,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/laura-jure.png', 'path': 'full/9452958dd32cba94ad2a77bce719c5862e685df4.jpg', 'checksum': 'ef84a3e09738161e06cea3b5c31f934c'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/laura-jure.png,Laura Jure,Secretaria de Equidad y Promoción del Empleo,http://www.cba.gov.ar/reparticion/secretaria-de-equidad-y-promocion-del-empleo/
Secretaria General de la Gobernación,Secretaria General de la Gobernación,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/silvinarivero200x150.jpg', 'path': 'full/db38239b17939902680fc88600a17e571dc7d909.jpg', 'checksum': '0f4545d393354167e7582a92897f921d'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/silvinarivero200x150.jpg,Silvina Rivero,Secretaria General de la Gobernación,http://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/
Ministro de Ciencia y Tecnología,Ministro de Ciencia y Tecnología,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Walter-Robledo.jpg', 'path': 'full/b2abfaee09b8e1d64b5a43f24abfd4907a8c25d5.jpg', 'checksum': '0ee7afdba2efe779ceb9a2356f7e216d'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Walter-Robledo.jpg,Carlos Walter Robledo,Ministro de Ciencia y Tecnología,http://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/
Ministro de Trabajo,Ministro de Trabajo,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Omar-Hugo-Sereno.jpg', 'path': 'full/9f801a87f1ece24429577c1077d9786fa1cbeb56.jpg', 'checksum': '62e5d7837b6384eb469d84fa24263588'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Omar-Hugo-Sereno.jpg,Omar Hugo Sereno,Ministro de Trabajo,http://www.cba.gov.ar/reparticion/ministerio-de-trabajo/
Secretaría de Gestión en Ciencia y Tecnología,Secretaria de Gestión en Ciencia y Tecnología,,,Esther Galina,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/secretaria-de-gestion-en-ciencia-y-tecnologia/
"Secretaría de Políticas y Estrategias en Ciencias, Tecnología y Sociedad","Secretario de Políticas y Estrategias en Ciencias, Tecnología y Sociedad",,,Alberto Francisco Daghero,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/secretaria-de-politicas-y-estrategias-en-ciencias-tecnologia-y-sociedad/
Dirección de Promoción de Actividades Científicas,Director de Promoción de Actividades Científicas,,,,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/direccion-de-promocion-de-actividades-cientificas/
Dirección General de Administración,Directora General de Administración,,,,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/secretaria-de-coordinacion-de-la-secretaria-general-de-la-gobernacion/direccion-general-de-administracion/
Dirección General de Coordinación Operativa,Directora General de Coordinación Operativa,,,,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/secretaria-de-coordinacion-de-la-secretaria-general-de-la-gobernacion/direccion-general-de-coordinacion-operativa/
Dirección General de Aeronáutica,Director  General de Aeronáutica,,,Mario Gabriel Marcellini,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/direccion-general-de-aeronautica/
Secretaría de Prensa,Secretario de Prensa,,,Gustavo Zamudio,Secretario de Comunicaciones y Conectividad,https://www.cba.gov.ar/reparticion/secretaria-de-comunicaciones-y-conectividad/secretaria-de-prensa-y-difusion/
Subsecretaría de Difusión,Subsecretario de Difusión,,,Carlos Alejandro Arzú,Secretario de Comunicaciones y Conectividad,https://www.cba.gov.ar/reparticion/secretaria-de-comunicaciones-y-conectividad/subsecretario-de-difusion/
Dirección General de Conservación de la Biodiversidad y Recursos Naturales,Director General de Conservación de la Biodiversidad y Recursos Naturales,,,Diego Horacio Suárez,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-ambiente-y-cambio-climatico/direccion-general-de-conservacion-de-la-biodiversidad-y-recursos-naturales/
Dirección General de Instrumentos y Políticas de Gestión Ambiental,Directora General de Instrumentos y Políticas de Gestión Ambiental,,,Maria Alejandra Novara ,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-ambiente-y-cambio-climatico/direccion-general-de-instrumentos-y-politicas-de-gestion-ambiental/
Dirección General de Operaciones,Director General de Operaciones,,,Juan Vallejos,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-servicios-publicos/direccion-general-de-operaciones/
Dirección General de Regulación de Servicios Públicos,Director General de Regulación de Servicios Públicos,,,,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-servicios-publicos/direccion-general-de-control-regulacion-de-servicios-publicos/
Dirección General de Transporte de Pasajeros,Director General de Transporte de Pasajeros,,,Marcelo Mansilla,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-transporte/direccion-general-de-transporte-boleto-educativo/
Dirección General de Administración,Director General de Administración,,,Emiliano Willatowski,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-transporte/direccion-general-de-administracion/
Dirección General de Irrigación,Director General de Irrigación,,,,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-recursos-hidricos-y-coordinacion/direccion-general-de-irrigacion/
Dirección General de Recursos Hídricos,Director General de Recursos Hídricos,,,,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-recursos-hidricos-y-coordinacion/secretaria-de-desarrollo-energetico/
Secretaría de Desarrollo Energético,Secretario de Desarrollo Energético,,,Edgar Castelló (A Cargo),Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/secretaria-de-desarrollo-energetico/
Dirección de Gestión Institucional,Director de Gestión Institucional,,,,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/instituto-de-planificacion-metropolitana-iplam/direccion-de-gestion-institucional/
Dirección de Planificación,Director de Planificación,,,,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/instituto-de-planificacion-metropolitana-iplam/direccion-de-planificacion/
Dirección General de Administración,Director General de Administración,,,Patricio Terrera Woodward,Ministro de Servicios Públicos,https://www.cba.gov.ar/reparticion/ministerio-de-servicios-publicos/subsecretaria-de-control-y-administracion/dir-gral-administracion-min-agua-ambiente-y-energia/
Vocal del Directorio de la Agencia Córdoba Cultura,Vocal del Directorio de la Agencia Córdoba Cultura,,,Jorge Álvarez,Presidente de la Agencia Córdoba Cultura,https://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/vocal-1-directorio-cultura/
Vocal del Directorio de la Agencia Córdoba Cultura,Vocal del Directorio de la Agencia Córdoba Cultura,,,Jorge Ricardo Tuschi,Presidente de la Agencia Córdoba Cultura,https://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/vocal-3-directorio-cultura/
Dirección General de Administración,Directora General de Administración,,,Marilina Mirez Boemio,Presidente de la Agencia Córdoba Cultura,https://www.cba.gov.ar/reparticion/agencia-cordoba-cultura/direccion-general-de-administracion/
Vocal de Directorio,Vocal,,,Amira Ramadán,Presidente de la Agencia Córdoba Deportes,https://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/vocal-de-directorio-3/
Vocal de Directorio,Vocal de Directorio,,,Agustín Santiago Calleri,Presidente de la Agencia Córdoba Deportes,https://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/180173-2/
Síndico Titular,Síndico Titular,,,Mario Jorge López Amaya,Presidente de la Agencia Córdoba Deportes,https://www.cba.gov.ar/reparticion/agencia-cordoba-deportes/sindico-titular/
Vocal del Directorio de la Agencia Córdoba Turismo,Vocal del Directorio de la Agencia Córdoba Turismo,,,Ramón Graneros,Presidente de la Agencia Córdoba Turismo,https://www.cba.gov.ar/reparticion/agencia-cordoba-turismo/vocal-3-de-la-agencia-cordoba-turismo/
Vocal del Directorio de la Agencia Córdoba Turismo,Vocal del Directorio de la Agencia Córdoba Turismo,,,Sergio Spicogna,Presidente de la Agencia Córdoba Turismo,https://www.cba.gov.ar/reparticion/agencia-cordoba-turismo/vocal-4-de-la-agencia-cordoba-turismo/
Vocal del Directorio de la Agencia Córdoba Turismo,Vocal del Directorio de la Agencia Córdoba Turismo,,,Raúl Ahumada,Presidente de la Agencia Córdoba Turismo,https://www.cba.gov.ar/reparticion/agencia-cordoba-turismo/vocal-6-de-la-agencia-cordoba-turismo/
Vocal del Directorio de la Agencia Córdoba Turismo,Vocal del Directorio de la Agencia Córdoba Turismo,,,Fabricio Sebastián Díaz,Presidente de la Agencia Córdoba Turismo,https://www.cba.gov.ar/reparticion/agencia-cordoba-turismo/vocal-del-directorio-de-la-agencia-cordoba-turismo/
Síndico Titular de la Agencia Córdoba Turismo,Síndico Titular de la Agencia Córdoba Turismo,,,Héctor Dante Colombo,Presidente de la Agencia Córdoba Turismo,https://www.cba.gov.ar/reparticion/agencia-cordoba-turismo/sindico-titular-de-la-agencia-cordoba-turismo/
Subdirección de Recursos Humanos,Subdirector de Recursos Humanos,,,Sergio Adrián Vexenat ,Ministro de Educación,https://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/direccion-general-de-coordinacion-y-gestion-de-recursos-humanos/subdireccion-de-recursos-humanos/
Subdirección de Promoción Social y de la Salud,Subdirector de Promoción Social y de la Salud,,,Carlos Dalmiro Paz,Ministro de Educación,https://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/subdireccion-de-jurisdiccion-promocion-social-y-de-la-salud/
Subdirección de Participación de la Comunidad,Subdirector de Participación de la Comunidad,,,Marcelo Fita,Ministro de Educación,https://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/subdireccion-de-participacion-de-la-comunidad/
Subdirección de Programas Especiales,Subdirectora de Programas Especiales,,,Rosana Zárate,Ministro de Educación,https://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/subdireccion-de-programas-especiales/
Subdirección de Cooperadoras Escolares,Subdirector de Cooperadoras Escolares,,,Erasmo Norberto Almará,Ministro de Educación,https://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/subdireccion-de-cooperadoras-escolares/
Subdirección de Programas Especiales e Infraestructura,Subdirector de Programas Especiales e Infraestructura,,,José Antonio Papa,Ministro de Educación,https://www.cba.gov.ar/reparticion/ministerio-de-educacion/direccion-general-de-infraestructura-escolar/subdireccion-de-programas-especiales-e-infraestructura/
Subsecretaría de Programas Regionales,Subsecretario de Programas Regionales,,,Ramón Bernabey,Ministro de Desarrollo Social,https://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/subsecretaria-de-programas-regionales/
Subsecretaría de Administración y Recursos Humanos,Subsecretaria de Administración y Recursos Humanos,,, Alejandro Mario Francesconi,Ministro de Desarrollo Social,https://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/subsecretaria-de-administracion-y-recursos-humanos/
Subsecretaría de Tecnologías de la Información,Subsecretario de Tecnologías de la Información,,,Daniel Alejandro Gómez,Ministro de Finanzas,https://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-innovacion-y-modernizacion/subsecretaria-de-tecnologias-informaticas-y-telecomunicaciones/
Dirección de Asesoría Fiscal ,Dirección de Asesoría Fiscal,,,Sebastián Perlati,Ministro de Finanzas,https://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-asesoria-fiscal/
Consejo Provincial de Planificación Estratégica (COPEC),Presidente del Consejo Provincial de Planificación Estratégica (COPEC),,,,Ministro de Finanzas,https://www.cba.gov.ar/reparticion/ministerio-de-finanzas/consejo-provincial-de-planificacion-estrategica-copec/
Dirección Control de Gestión y Desarrollo,Director Control  de Gestión y Desarrollo,,,,Ministro de Agricultura y Ganadería,https://www.cba.gov.ar/reparticion/ministerio-de-agricultura-y-ganaderia/direccion-jurisdiccion-control-de-gestion-y-desarrollo/
Dirección de Administración,Directora de Administración,,,María Soledad Pagán,Ministro de Agricultura y Ganadería,https://www.cba.gov.ar/reparticion/ministerio-de-agricultura-y-ganaderia/direccion-jurisdiccion-de-administracion/
Dirección de Recursos Humanos,Dirección de Recursos Humanos,,,,Ministro de Agricultura y Ganadería,https://www.cba.gov.ar/reparticion/ministerio-de-agricultura-y-ganaderia/direccion-jurisdiccion-de-recursos-humanos/
Secretaría de Trabajo y Relaciones Laborales,Secretario de Trabajo y Relaciones Laborales,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Franco-Hern%C3%A1n-Mogetta-Preve.jpg', 'path': 'full/6b7c92035deaacddfb03cb5ef60b01ec53ee8f20.jpg', 'checksum': 'b4e0c43e3b48ac26202fa6e8b65146e3'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Franco-Hernán-Mogetta-Preve.jpg,Franco Hernán Mogetta Prevedello,Ministro de Trabajo,https://www.cba.gov.ar/reparticion/ministerio-de-trabajo/secretaria-de-trabajo-y-relaciones-laborales/
"Subsecretaría Legal, Técnico y de Coordinación Administrativa","Subsecretario Legal, Técnico y de Coordinación Administrativa","[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Roberto-Luis-Reale.jpg', 'path': 'full/46e11008d036bd3b85e2153ed6b38611a031a4b5.jpg', 'checksum': 'ec5ab0a9f576136b4076f183538d874b'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Roberto-Luis-Reale.jpg,Roberto Luis Reale,Ministro de Trabajo,https://www.cba.gov.ar/reparticion/ministerio-de-trabajo/subsecretaria-legal-tecnico-y-de-coordinacion-administrativa/
"Dirección General de Relaciones Laborales, Higiene, Seguridad e Inspección del Trabajo","Directora General de Relaciones Laborales, Higiene, Seguridad e Inspección del Trabajo","[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Elizabeth-Bianchi.jpg', 'path': 'full/6fd7a6f87963aeb81c4cb72f155f786f9536ecdb.jpg', 'checksum': 'ee4a8b2db2c1bf69c648aec7c780802d'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Elizabeth-Bianchi.jpg,Elizabeth Verónica Bianchi,Ministro de Trabajo,https://www.cba.gov.ar/reparticion/ministerio-de-trabajo/direccion-general-de-relaciones-laborales-higiene-seguridad-e-inspeccion-del-trabajo/
Dirección Provincial de Trabajo Agrario y Asuntos Rurales,Director Provincial de Trabajo Agrario y Asuntos Rurales,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Lucas-Giorgi.jpg', 'path': 'full/92c229b9ea1032909ccf032dc31a071cec30bd28.jpg', 'checksum': '0d96d0a80ae1a2cb5f9e62b24054962a'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Lucas-Giorgi.jpg,Lucas Sebastián Giorgi,Ministro de Trabajo,https://www.cba.gov.ar/reparticion/ministerio-de-trabajo/direccion-provincial-de-trabajo-agrario-y-asuntos-rurales/
Asesor del Ministro,Asesor del Ministro,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2016/04/Mario-Flores-Fern%C3%A1ndez.jpg', 'path': 'full/b701d19a6d67d324484bc1d78850a33aca6d8943.jpg', 'checksum': '37fb1884866f62cc4d7eb6136896cf7c'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2016/04/Mario-Flores-Fernández.jpg,Mario Flores Fernández,Ministro de Trabajo,https://www.cba.gov.ar/reparticion/ministerio-de-trabajo/asesor-del-ministro/
Dirección General de Coordinación Técnica y Administrativa,Directora General de Coordinación Técnica y Administrativa,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2014/04/memalaura.jpg', 'path': 'full/c680c4664d152ae3a9fef107b0a8b3a6de7006c3.jpg', 'checksum': 'dfa603803c145b34bce89b156092956b'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2014/04/memalaura.jpg,Laura Mema Piccione,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/direccion-general-de-coordinacion-tecnica-y-administrativa/
Dirección de Innovación Científica Tecnológica,Director de Innovación Científica Tecnológica,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2012/10/Mario_Buteler.jpg', 'path': 'full/d0bfe29e1701fc9e6816c11f2037141408c7e1f6.jpg', 'checksum': '2f932e675cbbea9951e1f5868fb9e2f5'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2012/10/Mario_Buteler.jpg,Mario Buteler,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/direccion-de-innovacion/
Dirección de Vinculación Institucional y Sectorial,Directora de Vinculación Institucional y Sectorial,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2012/10/Victoria_Rosati.jpg', 'path': 'full/fe025a08815b815b48eab960031f15344c612a6b.jpg', 'checksum': 'e8816554046680eae7fe757b9577ff74'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2012/10/Victoria_Rosati.jpg,Victoria Rosati,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/direccion-de-vinculacion-institucional-y-sectorial/
Dirección de Divulgación y Enseñanza de las Ciencias ,Directora de Divulgación y Enseñanza de las Ciencias,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2012/11/maria-jose-viola.jpg', 'path': 'full/b1c98e7635c880a24ab720ca22ad89ded1ed5de7.jpg', 'checksum': '5094a4d76c0ca399a1a23f552baec0ca'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2012/11/maria-jose-viola.jpg,María José Viola,Ministro de Ciencia y Tecnología,https://www.cba.gov.ar/reparticion/ministerio-de-ciencia-y-tecnologia/direccion-de-divulgacion-y-ensenanza-de-las-ciencias/
Secretaría de Coordinación de la Secretaría General de la Gobernación,Secretaria de Coordinación de la Secretaría General de la Gobernación,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/lorena-zanon1.jpg', 'path': 'full/782f61145302c5c649ebbefe236179ec2b98726b.jpg', 'checksum': '37357f4b86785edd8a0fb440b8e28c12'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/lorena-zanon1.jpg,Lorena Zanón Argenti,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/secretaria-de-coordinacion-de-la-secretaria-general-de-la-gobernacion/
Subsecretaría de Administración y Recursos Humanos,Subsecretaria de Administración y Recursos Humanos,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/silvana-castellano1.jpg', 'path': 'full/88f009334a5fa569a60744990c49f32e28c74323.jpg', 'checksum': '7e32834f3a7d19b5c64fac8fda7b2121'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/silvana-castellano1.jpg,Silvana Castellano,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/secretaria-de-coordinacion-de-la-secretaria-general-de-la-gobernacion/subsecretaria-de-administracion-y-recursos-humanos/
Dirección General del Programa de Asistencia Integral de Córdoba (P.A.iCor),Directora General del Programa de Asistencia Integral de Córdoba (P.A.iCor),"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/oliva1.jpg', 'path': 'full/fac1094ab28c932b109f2b66da28a35468406f06.jpg', 'checksum': '82ccbda61506fc298f19a42345715856'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/oliva1.jpg,Claudia Mabel Oliva,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/secretaria-de-coordinacion-de-la-secretaria-general-de-la-gobernacion/direccion-general-del-programa-de-asistencia-integral-de-cordoba-p-a-icor/
Secretaría de Fortalecimiento Institucional,Secretario de Fortalecimiento Institucional,"[{'url': 'https://www.cba.gov.ar/wp-content/4p96humuzp/2015/06/juan-esteban-ferreiro.jpg', 'path': 'full/8ebfe94d9a886bd875060c0176e4ddc952e6279d.jpg', 'checksum': '036129e2e4f9ebc3c38850fdc48c8f03'}]",https://www.cba.gov.ar/wp-content/4p96humuzp/2015/06/juan-esteban-ferreiro.jpg,Juan Esteban Ferreiro,Secretaria General de la Gobernación,https://www.cba.gov.ar/reparticion/secretaria-general-de-la-gobernacion/secretaria-de-fortalecimiento-institucional/
