cargo_generico,cargo_ocupado,foto_img,foto_url,funcionario,ministerio,web_url
Dirección General de Capacitación y Difusión de los Derechos Humanos en la Comunidad,Director General de Capacitación y Difusión de los Derechos Humanos en la Comunidad,,,Cristian Scheurer,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-derechos-humanos/direccion-general-de-capacitacion-y-difusion-de-los-derechos-humanos-en-la-comunidad/
Subsecretaría de Asistencia y Trata de Personas,Subsecretaria de Asistencia y Trata de Personas,,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-lucha-contra-la-violencia-a-la-mujer-y-trata-de-personas/subsecretaria-de-asistencia-y-trata-de-personas/
"Subsecretaría de Niñez, Adolescencia y Familia","Subsecretario de Niñez, Adolescencia y Familia",,,Antonio Franco,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-ninez-adolescencia-y-familia/subsecretaria-de-ninez-adolescencia-y-familia/
Dirección de Coordinación Operativa y Capacitación,,,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-ninez-adolescencia-y-familia/direccion-de-coordinacion-operativa-de-areas-de-proteccion-integral-de-derechos/
Secretaría de Organización y Gestión Penitenciaria,Secretario de Organización y Gestión Penitenciaria,,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/
Dirección General de Capacitación Profesional Penitenciaria,Directora General de Capacitación Profesional Penitenciaria,,,Sandra Liz Chiavaro,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-general-de-capacitacion-profesional-penitenciaria/
"Dirección de Trabajo, Producción y Comercialización Penitenciaria del Servicio Penitenciario de Córdoba","Director de Trabajo, Producción y Comercialización Penitenciaria del Servicio Penitenciario de Córdoba",,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-trabajo-produccion-y-comercializacion-penitenciaria-del-servicio-penitenciario-de-cordoba/
Dirección del Patronato del Liberado,,,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-del-patronato-del-liberado/
Dirección de Administración del Servicio Penitenciario,Director de Administración del Servicio Penitenciario,,,Juan E. Gelos,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-administracion-del-servicio-penitenciari/
Dirección de Asuntos Jurídicos del Servicio Penitenciario de Córdoba,Directora de Asuntos Jurídicos del Servicio Penitenciario de Córdoba,,,Rosa E. Alaimo,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-asuntos-juridicos-del-servicio-penitenciario-de-cordoba/
Dirección de Políticas Penitenciarias,Director de Políticas Penitenciarias,,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-politicas-penitenciarias/
Dirección General de Asuntos Legales,Director General de Asuntos Legales,,,Nicolás Ramón Pagnucco,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/direccion-general-de-asuntos-legales/
Consejo de la Magistratura,,,,,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/consejo-de-la-magistratura/
Secretaría de Lucha contra la Violencia a la Mujer y Trata de Personas,Secretaria de Lucha contra la Violencia a la Mujer y Trata de Personas,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/crmartinez.png', 'path': 'full/8e00a1687726ba0def96472874eb15cffdb9e9a5.jpg', 'checksum': '557746af3101971b22fdaf86fc319cb4'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/crmartinez.png,Claudia Roxana Martínez,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-lucha-contra-la-violencia-a-la-mujer-y-trata-de-personas/
Presidente de la Agencia Córdoba Innovar y Emprender,Presidente de la Agencia Córdoba Innovar y Emprender,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/07/mario-cuneo.png', 'path': 'full/613ab531e80dc4f5c85c6c850840c250bbdcd176.jpg', 'checksum': 'adc01f226985fbd23b4b3d1385fd8700'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/07/mario-cuneo.png,Mario César Cuneo,Presidente de la Agencia Córdoba Innovar y Emprender,http://www.cba.gov.ar/reparticion/agencia-cordoba-innovar-y-emprender/
Ministro de Obras Públicas y Financiamiento,Ministro de Obras Públicas y Financiamiento,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/05/ricardososa.jpg', 'path': 'full/2decfeda9949e5dd4ac30b4e17c7f1a578d1f87a.jpg', 'checksum': 'a2f8214e9c57196f03ad99dfc2b72012'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2017/05/ricardososa.jpg, Ricardo Roberto Sosa,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/
"Ministro de Industria, Comercio y Minería","Ministro de Industria, Comercio y Minería","[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Roberto-Avalle.jpg', 'path': 'full/fa0ddda319597d0e35d040712b0c44c5136be8d4.jpg', 'checksum': 'f58e152cbb16e8a0efcc2b65b06514bf'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Roberto-Avalle.jpg,Roberto Avalle,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/
