cargo_generico,cargo_ocupado,foto_img,foto_url,funcionario,ministerio,web_url
Subsecretaría de Coordinación,Subsecretaria de Coordinación,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/carolacamps2.jpg', 'path': 'full/d0ac99e3df9e1ade482bde44e57b9696e395d7b0.jpg', 'checksum': '11797791e501406bfb2b41b9e322e1c5'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/carolacamps2.jpg,Carola Camps,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/subsecretaria-de-coordinacion/
Subsecretaría Legal y Técnica,Subsecretario Legal y Técnica,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/pesci.jpg', 'path': 'full/24ad277dbd86baaf260b8f382fcb2684e48115f7.jpg', 'checksum': 'b0c0e47a428a09417a8959f7cc4e5488'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/pesci.jpg,Fernando Pesci,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/subsecretaria-legal-y-tecnica/
Escribanía General de Gobierno,Escribana General de Gobierno,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/maria-amelia-assaad.jpg', 'path': 'full/59fd539fc4d1c0cccd8f9a0ff044ec2cd542641b.jpg', 'checksum': 'ca0be270a175194feb7940b99804688a'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/maria-amelia-assaad.jpg,María Amelia Assaad,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/escribania-general-de-gobierno/
Escuela de Abogados del Estado,Director de la Escuela de Abogados del Estado (ad honorem),"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg', 'path': 'full/b1da56d0d8212c94b28f7ec7416be5109df218bf.jpg', 'checksum': '0d2b322aca00fe8e025ff768565308ca'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg,Gerardo García,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/direccion-de-escuela-de-abogados-del-estado/
Subsecretaría de Tecnologías de la Información,Subsecretario de Tecnologías de la Información,,,Daniel Alejandro Gómez,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-innovacion-y-modernizacion/subsecretaria-de-tecnologias-informaticas-y-telecomunicaciones/
Dirección de Asesoría Fiscal ,Dirección de Asesoría Fiscal,,,Sebastián Perlati,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-asesoria-fiscal/
Dirección de Policía Fiscal,Director de Policía Fiscal,,,Adolfo Bringas,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/direccion-de-policia-fiscal/
Consejo Provincial de Planificación Estratégica (COPEC),Presidente del Consejo Provincial de Planificación Estratégica (COPEC),,,,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/consejo-provincial-de-planificacion-estrategica-copec/
Secretaría de Administración Financiera,Secretaria de Administración Financiera,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-silvia-zornberg.jpg', 'path': 'full/47eaf2c5288e8d5c76f46bff89263940fd1d0680.jpg', 'checksum': '711bcbaaf91254beeec51c722bd75947'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-silvia-zornberg.jpg,Mónica Silvia Zornberg,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/
Contaduría General de la Provincia ,Contadora General de la Provincia,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/daniela-rodolfi-tuzinkevic.jpg', 'path': 'full/af420453d43f2231191bcc1fc200e9ed4c420239.jpg', 'checksum': '4aa79227a668705a59381f4e4ec295cd'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/daniela-rodolfi-tuzinkevic.jpg,Daniela Yanina Rodolfi Tuzinkevicz,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/contaduria-gral-de-la-provincia/
Dirección General de Compras y Contrataciones,Directora General de Compras y Contrataciones,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-gimena-domenella.jpg', 'path': 'full/270c4d47b02dbcbcd9961886d4b7472284f9f2a7.jpg', 'checksum': 'f19306213ac01bc8741c84ea7eb51fc9'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-gimena-domenella.jpg,María Gimena Domenella,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/direccion-general-de-compras-y-contrataciones/
Dirección General de Presupuesto e Inversiones Públicas,Directora General de Presupuesto e Inversiones Públicas,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cristina-ruiz.jpg', 'path': 'full/fbc36f65f233ac04839625bc8716dd5c77e6df1f.jpg', 'checksum': '475782963826f4b7d529db9c39f1e212'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cristina-ruiz.jpg,Elida Cristina Ruiz,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/dir-gral-presupuesto-e-inversiones-publicas/
Direccion General de Tesorería General y Crédito Público ,Director General Tesorería General y Crédito Público,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/armando-guillermo-garcia.jpg', 'path': 'full/e97e059d52b24388c243212c79f46b3435dc3ba9.jpg', 'checksum': '5ee0b54f8d866038206fd5f398f21a65'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/armando-guillermo-garcia.jpg,Armando Guillermo García,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-administracion-financiera/dir-gral-tesoreria-general-y-credito-publico/
Secretaría de Innovación y Modernización,Secretario de Innovación y Modernización,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/franco-carlos-boneu.jpg', 'path': 'full/4a8470bc28f809844b561dd4ec261e5fa148e2fa.jpg', 'checksum': 'a8bbfd4a65d279977305715893c0a96b'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/franco-carlos-boneu.jpg,Franco Carlos Boneu,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-innovacion-y-modernizacion/
Secretaría Legal y Técnica y de Previsión Social,Secretario Legal y Técnica y de Previsión Social,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Mariano-Mendez-Presidencia-Caja.png', 'path': 'full/1c3f60ff28d9f58dc7d1548c2082afafb5178310.jpg', 'checksum': 'e64df529ef5dd9f155f31ae3d913ca2d'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Mariano-Mendez-Presidencia-Caja.png,Mariano Martín Méndez,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/
Dirección General de Coordinación Operativa,Directora General de Coordinación Operativa,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/micaela-vanesa-speranza.jpg', 'path': 'full/370f9d15125ed39126f8157987128cd4102d1207.jpg', 'checksum': '4eee02b664c7e3566938ce4a84e27ed9'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/micaela-vanesa-speranza.jpg,Micaela Vanesa Speranza Bejas,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/direccion-general-de-coordinacion-operativa/
Dirección General de Inspección de Personas Jurídicas,Directora General de Inspección de Personas Jurídicas,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/veronica-sanz.png', 'path': 'full/cbbd5a09378c15666285e8d83f3265ea05df47f8.jpg', 'checksum': '302b1f303a8b5a1f8311ce04da724ac8'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/veronica-sanz.png,Verónica Gabriela Sanz,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/direccion-general-de-sociedades-juridicas-ministerio-de-justicia-y-derechos-humanos/
Subsecretaría de Estudios Económicos,Subsecretaria de Estudios Económicos,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-laura-garcia.jpg', 'path': 'full/2262739597bdfb5aba98cde1d705666ad15cf543.jpg', 'checksum': '0b091b7968fb4a99f585d0485e62ab91'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/maria-laura-garcia.jpg,María Laura García,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-legal-y-tecnica-y-de-prevision-social/subsecretaria-de-estudios-economicos/
Secretaría de Ingresos Públicos ,Secretario de Ingresos Públicos,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg', 'path': 'full/49d8c03f9a95d697d3044f962e97b66ae6e37307.jpg', 'checksum': '8cfdacd8f27e41c70edfe5ca59d6d0c2'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg,Heber Farfán,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/
Dirección del Registro General de la Provincia,Directora del Registro General de la Provincia,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-alejandra-farfan.jpg', 'path': 'full/2a079a94afa9ed9d6b71c476add07221d5b3b307.jpg', 'checksum': '3ae51b59b5c2af8f7eec657bbd480732'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/monica-alejandra-farfan.jpg,Mónica Alejandra Farfán,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-del-registro-gral-de-la-provincia/
Dirección General de Catastro,Director General de Catastro,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gustavo-marcelo-garcia.jpg', 'path': 'full/fb5b77588adb02b69de8ff99b5cd6637dc1c0168.jpg', 'checksum': '21330f8cd3d8e2ded3941631290f555e'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gustavo-marcelo-garcia.jpg,Gustavo Marcelo García,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-catastro/
Dirección General de Rentas,Director General de Rentas ,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg', 'path': 'full/49d8c03f9a95d697d3044f962e97b66ae6e37307.jpg', 'checksum': '8cfdacd8f27e41c70edfe5ca59d6d0c2'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/heber-farfan.jpg,Heber Farfán (A cargo),Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/dir-gral-de-rentas/
Fiscalía Tributaria Adjunta,Fiscalía Tributaria Adjunta ,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/adrian-alberto-daniele.jpg', 'path': 'full/227480b7b06bba2f366b4d4c3e83801f349b9eee.jpg', 'checksum': '798d040387eec4f0f8169c386bf544b4'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/adrian-alberto-daniele.jpg,Adrián Alberto Daniele,Ministro de Finanzas,http://www.cba.gov.ar/reparticion/ministerio-de-finanzas/secretaria-de-ingresos-publicos/fiscalia-tributaria-adjunta/
Subsecretaría de Programas Regionales,Subsecretario de Programas Regionales,,,Ramón Bernabey,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/subsecretaria-de-programas-regionales/
Subsecretaría de Administración y Recursos Humanos,Subsecretaria de Administración y Recursos Humanos,,, Alejandro Mario Francesconi,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/subsecretaria-de-administracion-y-recursos-humanos/
Secretaría de Coordinación y Acción Social,Secretaria de Coordinación y Acción Social,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/Debora.jpg', 'path': 'full/49c8760aba66316937b6f2939ccc5d641096c818.jpg', 'checksum': 'c481d37fad8bcad05bcbc3d55697c304'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/Debora.jpg,Deborah Petrakovsky,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/
Subsecretaría de Programas Sociales,Subsecretaria de Programas Sociales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2018/03/Aquino.jpg', 'path': 'full/d61d4aa96a9584383503842d48d972f0ecdc7265.jpg', 'checksum': '1efbb6ad5293e3889bbccc7517ff46b0'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2018/03/Aquino.jpg,Julieta Aquino,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/subsecretaria-de-programas-sociales/
Dirección General de Habitat,Director General de Habitat ,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Angulo-foto-nueva.jpg', 'path': 'full/59dc85c129d0de6a0d2c5ddda67b9b4387c45f2b.jpg', 'checksum': 'bf4d7d56d6a1fe7994f64537373eb019'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Angulo-foto-nueva.jpg,José Miguel Angulo Bocco,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/direccion-general-de-habitat-social/
Dirección General de Programas Especiales,Directora General de Programas Especiales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Ghione.jpg', 'path': 'full/ddb7ca99dbbf75384611553a730d730d347ca186.jpg', 'checksum': '0a5898d47da72cacd250487ed22042fb'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Ghione.jpg,Olga Beatriz Ghione,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-coordinacion-y-accion-social/direccion-general-de-programas-especiales/
Secretaría de Políticas Sociales,Secretario de Políticas Sociales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/la_cava.jpg', 'path': 'full/23a8a80301a11f27ec79aad227dc6a67af949a26.jpg', 'checksum': '4a168c1e2f7c2cf2ffdbdde0aba45b4c'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/la_cava.jpg,Raúl La Cava,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-politicas-sociales/
Dirección General de Emergencias Sociales,Director General de Emergencias Sociales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Serreno.jpg', 'path': 'full/85f83943b9a5220e81cb00bb18f1ed120311d745.jpg', 'checksum': '2890a1992cfc5b686a60f68d7980eb0a'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Serreno.jpg,Eduardo Serrano,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-politicas-sociales/dir-gral-de-emergencias-sociales/
Secretaría de Políticas para Personas Mayores,Secretaria de Políticas para Personas Mayores,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Olga-Ghione.jpg', 'path': 'full/6d68034aa7ebd260af7761e82c54ee4fbb569c83.jpg', 'checksum': 'f2a6f878bf1af1cb0121ce6ee88a69c2'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Olga-Ghione.jpg,Patricia Mojica,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-politicas-para-personas-mayores/
Subsecretaría de Inclusión Social,Subsecretario de Inclusión Social,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornejo.jpg', 'path': 'full/2de5fe556f04c9145cf7b06974159eeda2cfc570.jpg', 'checksum': '31ed276ba829c7ea03d0c50302893405'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornejo.jpg,Sergio Cornejo,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-inclusion-social/
Dirección General de Adultos Mayores,Directora General de Adultos Mayores,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Orioli.jpg', 'path': 'full/a0d65434f5e1fda8b30a8099b43c2cead9ff3ff5.jpg', 'checksum': '4c5dcfa90cb2943531198302b6dbc17e'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/01/Orioli.jpg,Nélida Orioli,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/secretaria-de-inclusion-social/direccion-general-de-adultos-mayores/
Dirección General de Asuntos Legales,Director General de Asuntos Legales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornaglia-foto-nuevo.jpg', 'path': 'full/b4ecc47b107e53ea642028fa55d8eb8463dccc9f.jpg', 'checksum': '217b93b51e241ff201a0030e03a3053a'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/cornaglia-foto-nuevo.jpg,Sebastián Pablo Cornaglia,Ministro de Desarrollo Social,http://www.cba.gov.ar/reparticion/ministerio-de-desarrollo-social/subsecretaria-de-administracion-y-recursos-humanos/dir-gral-de-asuntos-legales/
Subdirección de Recursos Humanos,Subdirector de Recursos Humanos,,,Sergio Adrián Vexenat ,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/direccion-de-recursos-humanos-3/subdireccion-de-recursos-humanos/
Subdirección de Promoción Social y de la Salud,Subdirector de Promoción Social y de la Salud,,,Carlos Dalmiro Paz,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/subdireccion-de-jurisdiccion-promocion-social-y-de-la-salud/
Subdirección de Participación de la Comunidad,Subdirector de Participación de la Comunidad,,,Marcelo Fita,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/subdireccion-de-participacion-de-la-comunidad/
Subdirección de Programas Especiales,Subdirectora de Programas Especiales,,,Rosana Zárate,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/subdireccion-de-programas-especiales/
Subdirección de Programas Especiales e Infraestructura,Subdirector de Programas Especiales e Infraestructura,,,José Antonio Papa,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/direccion-general-de-infraestructura-escolar/subdireccion-de-programas-especiales-e-infraestructura/
Secretaría de Educación ,Secretaria de Educación,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/DeliaProvinciali.jpg.jpg', 'path': 'full/8afab498380e9e6fa48ebb8ef104f161d2b96627.jpg', 'checksum': '48703f004b20baee581372fee3270db2'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/DeliaProvinciali.jpg.jpg,Delia Provinciali,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/
Subsecretaría de Promoción de Igualdad y Calidad Educativa ,Subsecretarío de Promoción de Igualdad y Calidad Educativa,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Horacio_Ferreyra.jpg', 'path': 'full/0572d29289f1acc72b1cd757b9bdef087a381552.jpg', 'checksum': '381b78c7d5d6cdb9ae7cd07065e44bb0'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Horacio_Ferreyra.jpg,Horacio Ferreyra,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/subsecretaria-de-promocion-de-igualdad-y-calidad-educativa-2/
Dirección General de Educación de Jóvenes y Adultos,Director General de Educación de Jóvenes y Adultos,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Carlos-Brene1.jpg', 'path': 'full/77adaf166b90281e1decb61242ed765346096fa1.jpg', 'checksum': 'b5764557fa3d5fa08198ab1d5a6b548f'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Carlos-Brene1.jpg,Carlos Omar Brene,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-de-educacion-de-jovenes-y-adultos/
"Dirección General de Planeamiento, Información y Evaluación Educativa ","Director General de Planeamiento, Información y Evaluación Educativa","[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/de-mori-200x150.jpg', 'path': 'full/d27c410f705e1d857542c8ae1359132e1d62b622.jpg', 'checksum': '960867dcf5e747da2c71b07b0ce2b5d3'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/de-mori-200x150.jpg,Nicolás De Mori,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-de-planeamiento-informacion-y-calidad-educativa/
Dirección General Educación Secundaria,Director General Educación Secundaria,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/V%C3%ADctor-G%C3%B3mez.jpg', 'path': 'full/090a7febfc3e3adc4ffbab633171a19d555c55a1.jpg', 'checksum': '4d71173571e3d651351752723c49ec50'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Víctor-Gómez.jpg,Víctor Gómez,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-educacion-secundaria/
Dirección General Enseñanza Privada ,Director General Enseñanza Privada,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Hugo_Zanet.jpg', 'path': 'full/9addc18e920914c257452be3150fbb38e9febb23.jpg', 'checksum': '60c679f73a513811fd20bca44b15e0e5'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Hugo_Zanet.jpg,Hugo Ramón Zanet,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-ensenanza-privada/
Dirección General Educación Técnica y Formación Profesional ,Director General Educación Técnica y Formación Profesional,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Domingo_Aringoli.jpg', 'path': 'full/8ebef629a6d8090e6e4df2dd65d84b4fbc6bc061.jpg', 'checksum': '3f3040e4d0cc8f3772840c5cd9cd00fa'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Domingo_Aringoli.jpg,Domingo Aringoli,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-educacion-tecnica-y-formacion-profesional/
Dirección General Educación Superior ,Director General Educación Superior,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Santiago-Lucero1.jpg', 'path': 'full/3ad61b19d43db13b0f9d9283c031104775f61bc1.jpg', 'checksum': 'd8ab2a07cf28f99cbcff80f88714c451'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Santiago-Lucero1.jpg,Santiago Amadeo Lucero,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/dir-gral-educacion-superior/
Dirección General de Educación Primaria,Directora General de Educación Primaria,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Stella-Maris-Adrover1.jpg', 'path': 'full/b9fe3d07710ce20451d5bb80bd6c7c6ac6591a94.jpg', 'checksum': 'c79d6328b442847575c0b1a7adadbfaf'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Stella-Maris-Adrover1.jpg,Stella Maris Adrover,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/direccion-general-de-nivel-inicial-y-primaria-ministerio-de-educacion/
Dirección General de Educación Inicial,Directora General de Educación Inicial,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Edhit-Flores.jpg', 'path': 'full/03b395a99b96b1fb3c07920703abf2e911883cf5.jpg', 'checksum': '481ca3b87b13e6fe7ee050ed9484d706'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Edhit-Flores.jpg,Edith Teresa Flores,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/direccion-general-de-educacion-inicial/
Dirección General de Educación Especial y Hospitalaria,Directora General de Educación Especial y Hospitalaria,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Alicia-Bonetto1.jpg', 'path': 'full/5b96aa5bc4cb55ab02247f2e09b3da062442b755.jpg', 'checksum': 'c2d8c33d1558fdcafab777fae688d2b5'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Alicia-Bonetto1.jpg,Alicia Beatriz Bonetto,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-educacion/direccion-general-de-educacion-especial-y-hospitalaria/
Secretaría de Gestión Administrativa ,Secretario de Gestión Administrativa,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Nicol%C3%A1s-Carvajal.jpg', 'path': 'full/6f9e748ba1264c619da198e8ac648168190bafd9.jpg', 'checksum': '6488e21864dd9283c015778cb43489ee'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Nicolás-Carvajal.jpg,Rodolfo Nicolás Carvajal,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/
Dirección de Recursos Humanos,Directora de Recursos Humanos,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/08/Virginia-Monassa.png', 'path': 'full/fa911025f78e6e5f074646006462f6146e5f25b0.jpg', 'checksum': '9cea0405c5304e9f2026d1884084ccf8'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2017/08/Virginia-Monassa.png,Virginia Monassa,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/direccion-de-recursos-humanos-3/
Secretaría de Relaciones Institucionales,Secretario de Relaciones Institucionales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Carlos_alberto_Sanchez.jpg', 'path': 'full/84e7ae270589ee24c8b9f7e2a0f01eb99d328188.jpg', 'checksum': 'bd6fd35111153ef408eabe242fda0bb2'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Carlos_alberto_Sanchez.jpg,Carlos Alberto Sanchez,Ministro de Educación,http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/
