cargo_generico,cargo_ocupado,foto_img,foto_url,funcionario,ministerio,web_url
Asesor letrado,Asesor Letrado,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/RN_018_-_Marcelo_Rodriguez_Aranciva.JPG', 'path': 'original/RN_018_-_Marcelo_Rodriguez_Aranciva.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/RN_018_-_Marcelo_Rodriguez_Aranciva-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/RN_018_-_Marcelo_Rodriguez_Aranciva-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/RN_018_-_Marcelo_Rodriguez_Aranciva-thumbnail-125x125-70.JPG', 'path': 'thumbnail/RN_018_-_Marcelo_Rodriguez_Aranciva-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/RN_018_-_Marcelo_Rodriguez_Aranciva.JPG,Marcelo Rodriguez Aranciva,Asesor Letrado,/funcionarios/persona/marcelo-rodriguez-aranciva/385
Director,Director de Prensa y Difusión,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/DSC_3120.JPG', 'path': 'original/DSC_3120.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/DSC_3120-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/DSC_3120-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/DSC_3120-thumbnail-125x125-70.JPG', 'path': 'thumbnail/DSC_3120-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/DSC_3120.JPG,Sebastián Magliano,Director de Prensa y Difusión,/funcionarios/persona/sebastian-magliano/24
Director General,Dirección General de Comunicación y Medios,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_700.JPG', 'path': 'original/FU_700.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_700-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_700-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_700-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_700-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_700.JPG,Alejandro Álvarez Nobell,Dirección General de Comunicación y Medios,/funcionarios/persona/alejandro-alvarez-nobell/25
Director,Dirección de Centro de Cómputos,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_717_-_Luciano_Fuccia.JPG', 'path': 'original/FU_717_-_Luciano_Fuccia.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_717_-_Luciano_Fuccia-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_717_-_Luciano_Fuccia-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_717_-_Luciano_Fuccia-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_717_-_Luciano_Fuccia-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_717_-_Luciano_Fuccia.JPG,Luciano Fuccia,Dirección de Centro de Cómputos,/funcionarios/persona/luciano-fuccia/29
Subdirector,"Subdirector de Informática, Sistema Tributario y Administración Financiera","[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_165_-_Gustavo_Funes.JPG', 'path': 'original/FU_165_-_Gustavo_Funes.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_165_-_Gustavo_Funes-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_165_-_Gustavo_Funes-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_165_-_Gustavo_Funes-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_165_-_Gustavo_Funes-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_165_-_Gustavo_Funes.JPG,Gustavo Funes,"Subdirector de Informática, Sistema Tributario y Administración Financiera",/funcionarios/persona/gustavo-funes/30
Director,Dirección de Informática,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_154_-_Benjamien_Simes.JPG', 'path': 'original/FU_154_-_Benjamien_Simes.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_154_-_Benjamien_Simes-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_154_-_Benjamien_Simes-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_154_-_Benjamien_Simes-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_154_-_Benjamien_Simes-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_154_-_Benjamien_Simes.JPG,Benjamín Simes,Dirección de Informática,/funcionarios/persona/benjamin-simes/31
Director General,Dirección General de Modernización y Tecnología,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_738_-_Ignacio_De_Leon.JPG', 'path': 'original/FU_738_-_Ignacio_De_Leon.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_738_-_Ignacio_De_Leon-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_738_-_Ignacio_De_Leon-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_738_-_Ignacio_De_Leon-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_738_-_Ignacio_De_Leon-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_738_-_Ignacio_De_Leon.JPG,Ignacio De León,Dirección General de Modernización y Tecnología,/funcionarios/persona/ignacio-de-leon/32
Subsecretario del Departamento Ejecutivo,Subsecretario de Modernización y Tecnología,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/Luis_Mar%C3%ADa_Arguello.jpg', 'path': 'original/Luis_Mar%C3%ADa_Arguello.jpg'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/Luis_Mar%C3%ADa_Arguello-thumbnail-32x32-70.jpg', 'path': 'thumbnail_32x32/Luis_Mar%C3%ADa_Arguello-thumbnail-32x32-70.jpg'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/Luis_Mar%C3%ADa_Arguello-thumbnail-125x125-70.jpg', 'path': 'thumbnail/Luis_Mar%C3%ADa_Arguello-thumbnail-125x125-70.jpg'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/Luis_Mar%C3%ADa_Arguello.jpg,Luis María Argüello,Subsecretario de Modernización y Tecnología,/funcionarios/persona/luis-maria-arguello/33
Subdirector,Subdirección de Cementerio San Vicente,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/DSC_9465.JPG', 'path': 'original/DSC_9465.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/DSC_9465-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/DSC_9465-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/DSC_9465-thumbnail-125x125-70.JPG', 'path': 'thumbnail/DSC_9465-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/DSC_9465.JPG,Mariano Roberto Vincenzini,Subdirección de Cementerio San Vicente,/funcionarios/persona/mariano-roberto-vincenzini/981
Director,Dirección de Area Central,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_503_-_Carlos_Martineau.JPG', 'path': 'original/FU_503_-_Carlos_Martineau.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_503_-_Carlos_Martineau-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_503_-_Carlos_Martineau-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_503_-_Carlos_Martineau-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_503_-_Carlos_Martineau-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_503_-_Carlos_Martineau.JPG,Carlos Martiniau,Dirección de Area Central,/funcionarios/persona/carlos-martiniau/36
Subdirector,Subdirección de Espectáculos Públicos,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_677_-_Walter_Acebey.JPG', 'path': 'original/FU_677_-_Walter_Acebey.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_677_-_Walter_Acebey-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_677_-_Walter_Acebey-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_677_-_Walter_Acebey-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_677_-_Walter_Acebey-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_677_-_Walter_Acebey.JPG,Walter Acebey,Subdirección de Espectáculos Públicos,/funcionarios/persona/walter-acebey/44
Director,Dirección de Ferias y Mercados,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_194_Fontan.JPG', 'path': 'original/FU_194_Fontan.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_194_Fontan-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_194_Fontan-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_194_Fontan-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_194_Fontan-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_194_Fontan.JPG,Hector Fontan,Dirección de Ferias y Mercados,/funcionarios/persona/hector-fontan/47
Subdirector,Subdirección de Control Integral de la Vía Pública,"[{'url': 'https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_654_-_Alejandro_Cejas.JPG', 'path': 'original/FU_654_-_Alejandro_Cejas.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_654_-_Alejandro_Cejas-thumbnail-32x32-70.JPG', 'path': 'thumbnail_32x32/FU_654_-_Alejandro_Cejas-thumbnail-32x32-70.JPG'}, {'url': 'https://gobiernoabierto.cordoba.gob.ar/media/__sized__/imagenes/personas/FU_654_-_Alejandro_Cejas-thumbnail-125x125-70.JPG', 'path': 'thumbnail/FU_654_-_Alejandro_Cejas-thumbnail-125x125-70.JPG'}]",https://gobiernoabierto.cordoba.gob.ar/media/imagenes/personas/FU_654_-_Alejandro_Cejas.JPG,Alejandro Cejas,Subdirección de Control Integral de la Vía Pública,/funcionarios/persona/alejandro-cejas/48
